CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Kidney Disease Monitoring,C11: Diabetes Care – Blood Sugar Controlled,C12: Controlling Blood Pressure,C13: Reducing the Risk of Falling,C14: Improving Bladder Control,C15: Medication Reconciliation Post-Discharge,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Getting Needed Care,C18: Getting Appointments and Care Quickly,C19: Customer Service,C20: Rating of Health Care Quality,C21: Rating of Health Plan,C22: Care Coordination,C23: Complaints about the Health Plan,C24: Members Choosing to Leave the Plan,C25: Health Plan Quality Improvement,C26: Plan Makes Timely Decisions about Appeals,C27: Reviewing Appeals Decisions,C28: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD)
,,,,,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,07/19/2021 – 11/01/2021,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,02/2022 – 05/2022,02/2022 – 05/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 9/30/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021
H3384 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark BCBS of WNY and Highmark BS of NENY ,Highmark Health ,80%,82%,79%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,66%,79%,95%,87%,77%,54%,45%,64%,91%,83,80,90,87,87,86,0.04,8%,Medicare shows only a Star Rating for this topic ,100%,94%,100%,100%,0.04,8%,Medicare shows only a Star Rating for this topic ,85,92,99,89%,91%,89%,83%,89%
H3387 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",72%,76%,76%,53%,79%,91%,92%,41%,87%,97%,82%,73%,73%,49%,55%,86%,78,74,89,85,87,86,0.16,15%,Medicare shows only a Star Rating for this topic ,98%,98%,100%,100%,0.16,15%,Medicare shows only a Star Rating for this topic ,86,92,98,89%,88%,87%,85%,89%
H3388 ,Local CCP ,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC. ",CDPHP Medicare Advantage ,"Capital District Physicians' Health Plan, Inc. ",80%,84%,83%,53%,No data available ,No data available ,No data available ,32%,80%,95%,90%,83%,51%,52%,74%,86%,86,81,94,89,92,87,0.02,4%,Medicare shows only a Star Rating for this topic ,98%,97%,97%,95%,0.02,4%,Medicare shows only a Star Rating for this topic ,88,92,95,88%,91%,89%,82%,83%
H3404 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,77%,83%,81%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,17%,68%,94%,82%,71%,50%,43%,81%,84%,84,82,91,89,89,87,0.04,5%,Medicare shows only a Star Rating for this topic ,98%,100%,98%,97%,0.04,5%,Medicare shows only a Star Rating for this topic ,88,92,97,86%,90%,88%,74%,84%
H3407 ,Local CCP ,"EL PASO FIRST HEALTH PLANS, INC. ",El Paso Health Advantage Dual SNP ,El Paso County Hospital District ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,48%,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,68%,64%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,96,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H3416 ,Local CCP ,"HEALTHPARTNERS UNITYPOINT HEALTH, INC. ",HealthPartners UnityPoint Health ,"HealthPartners UnityPoint Health, Inc. ",78%,70%,80%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,72%,93%,72%,76%,50%,51%,64%,82%,87,85,95,91,92,89,0.03,6%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,83%,81%,0.03,6%,Medicare shows only a Star Rating for this topic ,90,93,98,85%,89%,88%,63%,81%
H3418 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,83%,82%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,44%,87%,99%,93%,80%,57%,37%,57%,80%,72,67,86,78,80,Not enough data available ,0.14,14%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.14,14%,Medicare shows only a Star Rating for this topic ,84,Not enough data available ,98,86%,87%,83%,84%,86%
H3419 ,Local CCP ,"PERENNIAL ADVANTAGE OF COLORADO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,87%,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,92%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,96,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H3442 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",80%,81%,81%,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,41%,78%,97%,84%,76%,53%,42%,60%,86%,77,76,87,86,85,85,0.27,14%,Medicare shows only a Star Rating for this topic ,100%,97%,100%,100%,0.27,14%,Medicare shows only a Star Rating for this topic ,85,87,99,87%,90%,88%,84%,86%
H3443 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,97%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3447 ,Local CCP ,"HEALTHKEEPERS, INC. ",Anthem HealthKeepers ,"Elevance Health, Inc. ",66%,76%,64%,46%,60%,100%,96%,34%,70%,95%,75%,69%,61%,44%,72%,83%,85,81,90,87,87,86,0.27,19%,Medicare shows only a Star Rating for this topic ,94%,99%,98%,98%,0.27,19%,Medicare shows only a Star Rating for this topic ,87,91,89,84%,85%,84%,77%,84%
H3449 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,77%,73%,77%,56%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,19%,66%,94%,81%,66%,53%,39%,77%,83%,83,78,93,88,90,88,0.07,7%,Medicare shows only a Star Rating for this topic ,100%,96%,98%,97%,0.07,7%,Medicare shows only a Star Rating for this topic ,88,91,97,85%,89%,86%,75%,86%
H3464 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDLANDS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",66%,75%,66%,45%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,40%,77%,95%,82%,72%,50%,43%,57%,76%,83,78,91,86,89,86,0.21,20%,Medicare shows only a Star Rating for this topic ,99%,98%,Not enough data available ,Not enough data available ,0.21,20%,Medicare shows only a Star Rating for this topic ,89,92,99,83%,85%,83%,84%,80%
H3467 ,Local CCP ,"PROCARE ADVANTAGE, LLC ",ProCare Advantage ,First Sacramento Capital Funding LLC ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,74%,79%,44%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,92%,98%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,97,87%,60%,78%,96%,93%
H3471 ,Local CCP ,HEALTH ALLIANCE NORTHWEST HEALTH PLAN ,Health Alliance Northwest ,The Carle Foundation ,70%,77%,72%,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,49%,73%,94%,74%,60%,54%,49%,63%,86%,78,78,92,85,83,87,0.13,4%,Medicare shows only a Star Rating for this topic ,100%,85%,91%,91%,0.13,4%,Medicare shows only a Star Rating for this topic ,82,90,98,85%,87%,86%,87%,83%
H3499 ,Local CCP ,COORDINATED CARE CORPORATION ,Wellcare by Allwell ,Centene Corporation ,62%,64%,63%,44%,47%,94%,77%,Not enough data available ,55%,94%,65%,60%,51%,Not enough data available ,46%,88%,83,79,89,88,85,87,0.84,40%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,73%,76%,0.84,40%,Medicare shows only a Star Rating for this topic ,86,89,98,86%,85%,83%,92%,81%
H3528 ,Local CCP ,"CONNECTICARE, INC. ",ConnectiCare ,"EmblemHealth, Inc. ",76%,77%,79%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,18%,76%,94%,78%,73%,49%,44%,63%,86%,83,80,91,86,85,84,0.08,11%,Medicare shows only a Star Rating for this topic ,95%,94%,91%,94%,0.08,11%,Medicare shows only a Star Rating for this topic ,84,91,100,89%,91%,89%,28%,84%
H3533 ,Local CCP ,"HUMANA HEALTH COMPANY OF NEW YORK, INC. ",Humana ,Humana Inc. ,67%,77%,66%,49%,81%,93%,97%,34%,73%,96%,84%,80%,59%,50%,77%,86%,84,76,91,85,87,87,0.38,18%,Medicare shows only a Star Rating for this topic ,99%,98%,100%,100%,0.38,18%,Medicare shows only a Star Rating for this topic ,87,89,92,85%,86%,84%,84%,86%
H3536 ,Local CCP ,"MATTHEW THORNTON HEALTH PLAN, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",61%,72%,70%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,60%,91%,76%,70%,Not enough data available ,Not enough data available ,70%,84%,79,78,90,84,84,85,0.3,19%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,98%,0.3,19%,Medicare shows only a Star Rating for this topic ,83,90,88,83%,88%,87%,78%,82%
H3554 ,Local CCP ,USABLE PPO INSURANCE COMPANY ,Arkansas Blue Medicare ,USAble Mutual Insurance Company ,Not enough data available ,Not enough data available ,74%,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,66%,96%,81%,73%,Plan too new to be measured ,Plan too new to be measured ,61%,Not enough data available ,84,77,90,86,86,87,0.5,14%,Not enough data available ,100%,88%,95%,95%,0.5,14%,Not enough data available ,86,92,97,88%,87%,87%,73%,82%
H3557 ,Local CCP ,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND ,Blue Cross & Blue Shield of Rhode Island ,Blue Cross & Blue Shield of Rhode Island ,89%,85%,87%,60%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,24%,85%,97%,87%,77%,57%,44%,79%,92%,83,78,93,89,91,85,0.09,5%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,97%,100%,0.09,5%,Medicare shows only a Star Rating for this topic ,88,91,98,91%,93%,90%,93%,88%
H3561 ,Local CCP ,"HEALTH NET COMMUNITY SOLUTIONS, INC. ",Wellcare by Health Net ,Centene Corporation ,71%,73%,74%,59%,68%,97%,94%,41%,80%,95%,80%,69%,65%,56%,65%,85%,78,72,84,82,86,81,0.47,19%,Medicare shows only a Star Rating for this topic ,96%,100%,70%,77%,0.47,19%,Medicare shows only a Star Rating for this topic ,85,85,97,86%,86%,84%,90%,89%
H3597 ,Local CCP ,AETNA HEALTH INC. (ME) ,Aetna Medicare ,CVS Health Corporation ,82%,89%,79%,50%,58%,100%,89%,67%,79%,93%,78%,70%,48%,46%,92%,85%,80,81,90,87,86,87,0.14,11%,Medicare shows only a Star Rating for this topic ,100%,100%,97%,100%,0.14,11%,Medicare shows only a Star Rating for this topic ,84,90,97,91%,91%,91%,79%,85%
H3632 ,Local CCP ,MEDICA COMMUNITY HEALTH PLAN ,Medica ,Medica Holding Company ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,83%,83%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,Not enough data available ,94%,Not enough data available ,Not enough data available
H3653 ,Local CCP ,"PARAMOUNT CARE, INC. ",Paramount Elite Medicare Plans ,"Promedica Health System, Inc. ",77%,77%,80%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,31%,74%,93%,86%,78%,58%,51%,62%,84%,84,81,92,88,89,87,0.05,5%,Medicare shows only a Star Rating for this topic ,95%,93%,91%,88%,0.05,5%,Medicare shows only a Star Rating for this topic ,87,91,87,85%,88%,88%,86%,81%
H3655 ,Local CCP ,COMMUNITY INSURANCE COMPANY ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",69%,77%,69%,46%,55%,100%,96%,35%,68%,95%,80%,78%,52%,39%,84%,84%,86,81,90,87,88,87,0.17,8%,Medicare shows only a Star Rating for this topic ,92%,98%,98%,98%,0.17,8%,Medicare shows only a Star Rating for this topic ,86,91,89,85%,87%,86%,78%,83%
H3660 ,Local CCP ,SUMMACARE INC. ,SummaCare Medicare Advantage Plans ,Summa Health ,71%,75%,79%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,25%,74%,94%,85%,82%,49%,42%,75%,82%,87,82,94,90,92,89,0.05,4%,Medicare shows only a Star Rating for this topic ,99%,95%,91%,97%,0.05,4%,Medicare shows only a Star Rating for this topic ,89,94,98,88%,90%,89%,56%,81%
H3664 ,Local CCP ,AULTCARE HEALTH INSURING CORPORATION ,PrimeTime Health Plan ,Aultman Health Foundation ,75%,74%,77%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,60%,80%,98%,89%,86%,49%,43%,61%,83%,86,81,94,88,91,87,0.02,4%,Medicare shows only a Star Rating for this topic ,100%,90%,97%,94%,0.02,4%,Medicare shows only a Star Rating for this topic ,88,93,99,89%,90%,88%,88%,82%
H3668 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN, INC. ",MediGold ,Trinity Health Corporation ,72%,75%,80%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,42%,64%,95%,75%,67%,52%,46%,51%,86%,84,80,92,88,91,87,0.05,5%,Medicare shows only a Star Rating for this topic ,100%,98%,89%,86%,0.05,5%,Medicare shows only a Star Rating for this topic ,86,91,87,88%,89%,88%,85%,85%
H3672 ,Local CCP ,"THE HEALTH PLAN OF WEST VIRGINIA, INC. ",The Health Plan ,"The Health Plan of West Virginia, Inc. ",64%,62%,71%,37%,57%,99%,94%,51%,66%,91%,76%,65%,53%,40%,74%,79%,84,81,94,87,92,86,0.12,10%,Medicare shows only a Star Rating for this topic ,100%,92%,94%,94%,0.12,10%,Medicare shows only a Star Rating for this topic ,89,92,99,88%,88%,87%,80%,83%
H3706 ,Local CCP ,"GLOBALHEALTH, INC. ",GlobalHealth ,"MHH Healthcare, L.P. ",76%,78%,73%,47%,No data available ,No data available ,No data available ,59%,82%,96%,87%,75%,48%,44%,91%,83%,85,78,93,88,90,87,0.2,13%,Medicare shows only a Star Rating for this topic ,93%,93%,97%,100%,0.2,13%,Medicare shows only a Star Rating for this topic ,89,93,88,87%,89%,88%,82%,83%
H3708 ,Local CCP ,"OKLAHOMA SUPERIOR SELECT, INC. ",American Health Advantage of Oklahoma ,Mitchell Family Office ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,82%,89%,95%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,92%,90%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,80,Not enough data available ,89%,95%,79%,81%
H3727 ,Local CCP ,OH CHS SNP INC. ,Communicare Advantage ,"SNP Holdings, LLC ",Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too new to be measured ,CMS identified issues with this plan's data ,0%,0%,Not enough data available ,63%,80%,0%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,2%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.26,5%,Not enough data available ,100%,100%,86%,89%,0.26,5%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,90,85%,84%,83%,92%,84%
H3748 ,Local CCP ,"AETNA BETTER HEALTH OF WASHINGTON, INC. ",Aetna Medicare ,CVS Health Corporation ,75%,77%,73%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,55%,75%,94%,84%,73%,46%,41%,91%,87%,77,76,89,85,83,85,0.26,12%,Medicare shows only a Star Rating for this topic ,100%,99%,97%,100%,0.26,12%,Medicare shows only a Star Rating for this topic ,82,88,97,86%,88%,87%,83%,87%
H3749 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",69%,81%,77%,46%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,42%,79%,95%,84%,73%,52%,44%,58%,80%,85,80,90,89,88,89,0.17,20%,Medicare shows only a Star Rating for this topic ,99%,99%,100%,98%,0.17,20%,Medicare shows only a Star Rating for this topic ,88,91,98,85%,87%,87%,81%,83%
H3755 ,Local CCP ,"COMMUNITYCARE GOVERNMENT PROGRAMS, INC. ",CommunityCare Senior Health Plan (HMO) ,St Francis Health System & St John Health System ,80%,80%,77%,47%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,59%,80%,95%,86%,69%,51%,40%,91%,83%,83,78,93,88,91,86,0.06,3%,Medicare shows only a Star Rating for this topic ,95%,93%,86%,89%,0.06,3%,Medicare shows only a Star Rating for this topic ,87,91,96,85%,88%,86%,86%,82%
H3777 ,Local CCP ,"EXPERIENCE HEALTH, INC. ","Experience Health, Inc. ","EXPERIENCE HEALTH, INC. ",Not enough data available ,80%,82%,67%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,67%,97%,91%,76%,42%,44%,82%,88%,85,82,91,89,91,89,0.11,9%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,94%,97%,0.11,9%,Medicare shows only a Star Rating for this topic ,88,91,96,83%,86%,85%,89%,88%
H3794 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,79%,69%,49%,80%,94%,94%,45%,77%,96%,81%,81%,63%,47%,59%,88%,82,80,90,86,90,87,0.19,14%,Medicare shows only a Star Rating for this topic ,97%,98%,100%,98%,0.19,14%,Medicare shows only a Star Rating for this topic ,89,91,98,88%,88%,88%,85%,87%
H3800 ,Local CCP ,PROVIDER PARTNERS HEALTH PLAN OF ILLINOIS ,Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",Not enough data available ,65%,Plan too small to be measured ,No data available ,99%,100%,100%,Not enough data available ,88%,95%,75%,Not enough data available ,No data available ,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.17,5%,Not enough data available ,95%,44%,91%,92%,0.17,5%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,100,83%,79%,83%,87%,87%
H3805 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",73%,79%,77%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,53%,79%,95%,86%,74%,47%,50%,71%,86%,79,78,89,85,85,85,0.1,13%,Medicare shows only a Star Rating for this topic ,99%,98%,100%,98%,0.1,13%,Medicare shows only a Star Rating for this topic ,83,88,99,87%,90%,89%,85%,85%
H3810 ,Local CCP ,"ALLCARE HEALTH PLAN, INC. ",AllCare Advantage ,"AllCare Health, Inc. ",55%,63%,58%,49%,No data available ,No data available ,No data available ,Not enough data available ,67%,90%,79%,64%,58%,48%,61%,76%,80,79,93,85,88,83,0.04,6%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,91%,94%,0.04,6%,Medicare shows only a Star Rating for this topic ,87,90,98,85%,85%,85%,86%,76%
H3811 ,Local CCP ,"SAMARITAN HEALTH PLANS, INC. ",Samaritan Advantage Health Plan ,Samaritan Health Services ,71%,69%,79%,49%,31%,91%,87%,Not enough data available ,75%,93%,82%,66%,53%,49%,68%,84%,80,78,91,85,87,85,0.06,3%,Medicare shows only a Star Rating for this topic ,83%,97%,85%,83%,0.06,3%,Medicare shows only a Star Rating for this topic ,86,89,99,85%,87%,87%,78%,83%
H3813 ,Local CCP ,"MODA HEALTH PLAN, INC. ","Moda Health Plan, Inc. ","Moda Partners, Inc. ",73%,84%,77%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,94%,83%,58%,44%,55%,57%,90%,81,79,92,86,86,86,0.03,6%,Medicare shows only a Star Rating for this topic ,96%,96%,91%,97%,0.03,6%,Medicare shows only a Star Rating for this topic ,83,88,97,85%,88%,89%,68%,80%
H3814 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,52%,57%,53%,49%,CMS identified issues with this plan's data ,82%,79%,Not enough data available ,73%,87%,62%,57%,59%,56%,42%,82%,80,77,90,83,86,85,0.1,2%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,92%,86%,0.1,2%,Medicare shows only a Star Rating for this topic ,85,89,98,75%,79%,83%,77%,80%
H3815 ,Local CCP ,ALIGNMENT HEALTH PLAN ,Alignment Health Plan ,"Alignment Healthcare USA, LLC ",76%,80%,76%,49%,80%,100%,97%,72%,84%,98%,81%,74%,57%,49%,85%,89%,76,77,89,87,89,81,0.17,12%,Medicare shows only a Star Rating for this topic ,98%,98%,97%,98%,0.17,12%,Medicare shows only a Star Rating for this topic ,89,88,96,90%,90%,89%,100%,90%
H3817 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,Regence BlueCross BlueShield of Oregon ,"Cambia Health Solutions, Inc. ",76%,77%,76%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,35%,80%,95%,75%,68%,49%,53%,65%,80%,79,78,93,85,87,85,0.03,3%,Medicare shows only a Star Rating for this topic ,100%,97%,97%,97%,0.03,3%,Medicare shows only a Star Rating for this topic ,83,88,97,86%,90%,89%,78%,83%
H3822 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,"Blue Cross and Blue Shield of IL, NM ",Health Care Service Corporation ,71%,74%,77%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,31%,71%,96%,82%,71%,55%,45%,62%,87%,79,76,89,86,85,86,0.13,13%,Medicare shows only a Star Rating for this topic ,99%,92%,95%,92%,0.13,13%,Medicare shows only a Star Rating for this topic ,84,89,96,86%,88%,85%,90%,88%
