CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Kidney Disease Monitoring,C11: Diabetes Care – Blood Sugar Controlled,C12: Controlling Blood Pressure,C13: Reducing the Risk of Falling,C14: Improving Bladder Control,C15: Medication Reconciliation Post-Discharge,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Getting Needed Care,C18: Getting Appointments and Care Quickly,C19: Customer Service,C20: Rating of Health Care Quality,C21: Rating of Health Plan,C22: Care Coordination,C23: Complaints about the Health Plan,C24: Members Choosing to Leave the Plan,C25: Health Plan Quality Improvement,C26: Plan Makes Timely Decisions about Appeals,C27: Reviewing Appeals Decisions,C28: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD)
,,,,,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,07/19/2021 – 11/01/2021,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,02/2022 – 05/2022,02/2022 – 05/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 9/30/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021
H6813 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF TEXAS INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6815 ,Local CCP ,"HEALTH NET HEALTH PLAN OF OREGON, INC. ",Wellcare by Health Net ,Centene Corporation ,71%,76%,73%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,38%,80%,95%,84%,74%,49%,50%,70%,82%,82,80,87,86,84,85,0.19,13%,Medicare shows only a Star Rating for this topic ,100%,98%,70%,77%,0.19,13%,Medicare shows only a Star Rating for this topic ,83,89,98,87%,88%,88%,92%,84%
H6830 ,Local CCP ,CENTENE VENTURE COMPANY KANSAS ,Ascension Complete ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,73%,76%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,97,Not enough data available ,75%,80%,Not enough data available ,Not enough data available
H6832 ,Local CCP ,"ALIGN SENIOR CARE MI, LLC ",Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,97%,99%,96%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,92%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,95%,100%,Not enough data available
H6847 ,Local CCP ,ALLWAYS HEALTH PARTNERS INC ,Mass General Brigham Health Plan ,Mass General Brigham Incorporated ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6851 ,Local CCP ,"BOSTON MEDICAL CENTER HEALTH PLAN, INC. ",WellSense Health Plan ,"BMC Health System, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,91%,92%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6852 ,Local CCP ,DEVOTED HEALTH PLAN OF PENNSYLVANIA INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6870 ,Demo ,"SUPERIOR HEALTHPLAN, INC. ",Superior HealthPlan ,Centene Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H6874 ,Local CCP ,"ASPIRUS HEALTH PLAN, INC. ",Aspirus Health Plan ,"Aspirus, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,94%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,94%,87%,Not enough data available ,Not enough data available
H6891 ,Local CCP ,"AMERICAN HEALTH PLAN OF TX, INC. ",American Health Advantage of Texas ,Mitchell Family Office ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,97%,100%,100%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,92%,90%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,70,Not enough data available ,87%,82%,74%,Not enough data available
H6898 ,Local CCP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,Not enough data available ,Not enough data available ,84%,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,66%,91%,78%,59%,Plan too new to be measured ,Plan too new to be measured ,56%,Not enough data available ,78,79,89,85,86,87,0.17,3%,Not enough data available ,Not enough data available ,Not enough data available ,98%,98%,0.17,3%,Not enough data available ,85,91,100,90%,91%,90%,72%,81%
H6910 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC. ",Saint Alphonsus Health Plan ,Trinity Health Corporation ,Not enough data available ,67%,75%,56%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,67%,No data available ,66%,55%,46%,49%,67%,Not enough data available ,81,78,93,86,88,86,0.09,13%,Not enough data available ,Not enough data available ,Not enough data available ,89%,83%,0.09,13%,Medicare shows only a Star Rating for this topic ,86,90,87,90%,91%,90%,80%,78%
H6936 ,Local CCP ,"BLUE CROSS & BLUE SHIELD OF ARIZONA, INC. ",Blue Cross Blue Shield of Arizona ,Blue Cross Blue Shield of Arizona ,79%,76%,72%,41%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,62%,97%,90%,66%,48%,39%,60%,83%,80,75,91,84,87,81,0.23,19%,Medicare shows only a Star Rating for this topic ,98%,93%,98%,95%,0.23,19%,Medicare shows only a Star Rating for this topic ,87,91,97,88%,90%,90%,84%,83%
H6959 ,Local CCP ,"ISNP VENTURES, LLC ",KeyCare Advantage ,"ISNP Holdings, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,83%,96%,99%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,91%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,92,Not enough data available ,82%,90%,96%,91%
H6975 ,Local CCP ,"WELLCARE OF ALABAMA, INC. ",Wellcare ,Centene Corporation ,Not enough data available ,Not enough data available ,Plan too small to be measured ,No data available ,68%,76%,78%,Not enough data available ,44%,No data available ,66%,58%,No data available ,No data available ,39%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,50%,Not enough data available ,Not enough data available ,Not enough data available ,73%,76%,Not enough data available ,50%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,91,82%,81%,83%,86%,83%
H6988 ,Local CCP ,"CENTERS PLAN FOR HEALTHY LIVING, LLC ",Centers Plan for Healthy Living ,"Centers Plan for Healthy Living, LLC ",72%,71%,70%,53%,95%,99%,99%,Not enough data available ,89%,98%,89%,85%,78%,Not enough data available ,95%,Not enough data available ,76,74,89,81,84,84,0.42,21%,Medicare shows only a Star Rating for this topic ,98%,84%,63%,68%,0.42,21%,Medicare shows only a Star Rating for this topic ,83,Not enough data available ,97,94%,94%,95%,91%,93%
H7006 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,81%,78%,80%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,76%,92%,68%,55%,52%,47%,50%,85%,84,79,92,87,88,85,0.04,5%,Medicare shows only a Star Rating for this topic ,82%,100%,92%,86%,0.04,5%,Medicare shows only a Star Rating for this topic ,87,92,98,86%,91%,88%,75%,86%
H7020 ,Local CCP ,"CIGNA HEALTHCARE OF SOUTH CAROLINA, INC. ",Cigna ,CIGNA ,71%,78%,71%,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,50%,77%,98%,80%,70%,56%,35%,91%,78%,85,79,92,87,91,86,0.24,19%,Medicare shows only a Star Rating for this topic ,94%,98%,92%,87%,0.24,19%,Medicare shows only a Star Rating for this topic ,89,93,99,87%,87%,87%,84%,84%
H7028 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF SOUTH CAROLINA ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7063 ,Local CCP ,"BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC. ",Blue Cross and Blue Shield of Kansas ,Blue Cross Blue Shield of Kansas ,73%,72%,75%,43%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,77%,93%,86%,69%,38%,45%,64%,84%,85,80,92,85,84,85,0.22,15%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,97%,97%,0.22,15%,Medicare shows only a Star Rating for this topic ,83,93,97,85%,88%,86%,81%,81%
H7074 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7076 ,Local CCP ,"CARESOURCE INDIANA, INC. ",CareSource ,CareSource ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,69%,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,84%,85%,Not enough data available ,Not enough data available
H7093 ,Local CCP ,COMMUNITY INSURANCE COMPANY ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7115 ,Local CCP ,MEMORIAL HERMANN HEALTH PLAN ,Memorial Hermann Health Plan ,Memorial Hermann Health System ,72%,73%,77%,61%,No data available ,No data available ,No data available ,Not enough data available ,66%,95%,87%,72%,51%,48%,49%,80%,84,78,91,89,89,87,0.08,8%,Medicare shows only a Star Rating for this topic ,54%,75%,91%,97%,0.08,8%,Medicare shows only a Star Rating for this topic ,89,93,96,83%,87%,85%,84%,84%
H7123 ,Local CCP ,"UPMC HEALTH COVERAGE, INC. ",UPMC for Life Complete Care ,UPMC Health System ,68%,54%,71%,48%,80%,78%,74%,Not enough data available ,65%,No data available ,59%,61%,Not enough data available ,Not enough data available ,51%,Not enough data available ,82,80,92,87,89,85,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95%,95%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,88,90,99,90%,83%,88%,82%,87%
H7147 ,Local CCP ,DEVOTED HEALTH PLAN OF COLORADO INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7149 ,Local CCP ,AETNA HEALTH INC. (PA) ,Aetna Medicare ,CVS Health Corporation ,65%,74%,76%,43%,54%,100%,88%,53%,71%,94%,82%,76%,53%,46%,89%,81%,85,81,92,88,87,88,0.41,20%,Medicare shows only a Star Rating for this topic ,100%,100%,97%,100%,0.41,20%,Medicare shows only a Star Rating for this topic ,86,91,96,86%,88%,88%,80%,84%
H7151 ,Local CCP ,"DEVOTED HEALTH PLAN OF ILLINOIS, INC. ",Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7163 ,Local CCP ,"VANTAGE HEALTH PLAN OF MISSISSIPPI, INC. ",Vantage Health Plan ,Louisiana Health Service & Indemnity Company ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too new to be measured ,99%,64%,43%,Not enough data available ,49%,No data available ,60%,54%,Plan too new to be measured ,Plan too new to be measured ,45%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,52%,Not enough data available ,Not enough data available ,Not enough data available ,92%,88%,Not enough data available ,52%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,95,78%,84%,85%,Not enough data available ,74%
H7165 ,Local CCP ,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA ,Blue Cross Blue Shield of South Carolina ,BlueCross BlueShield of South Carolina (BCBSSC) ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,20%,20%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H7169 ,Local CCP ,"BUCKEYE HEALTH PLAN COMMUNITY SOLUTIONS, INC. ",Wellcare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,73%,78%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7172 ,Demo ,AETNA BETTER HEALTH INC. (OH) ,"Aetna Better Health of Ohio, MyCare Ohio ",CVS Health Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H7175 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF NORTH CAROLINA, INC. ",Wellcare ,Centene Corporation ,66%,66%,67%,45%,76%,77%,82%,Not enough data available ,48%,95%,53%,61%,53%,Not enough data available ,44%,91%,79,73,Not enough data available ,Not enough data available ,78,85,1.77,43%,Medicare shows only a Star Rating for this topic ,29%,Not enough data available ,73%,78%,1.77,43%,Medicare shows only a Star Rating for this topic ,85,90,91,81%,86%,84%,85%,80%
H7199 ,Local CCP ,DEVOTED HEALTH  PLAN OF OREGON ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
