measure_normalized,display_name,row_kind,unsupported_reason,year,threshold_key,threshold_label,actual,full_market_simulated,full_market_delta,client_simulated,client_delta,diff_simulated,inverted,sample_size_full_market,sample_size_client,mae_full_market,mae_client,tukey_applied,guardrails_applied,methodology_method,methodology_fold_count,methodology_seed,methodology_tukey_starts_year
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2025,twoStar,2★ Threshold,1.39,0.6,-0.79,0.6,-0.79,0,true,509,297,0.33,0.34,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2025,threeStar,3★ Threshold,0.76,0.36,-0.4,0.36,-0.4,0,true,509,297,0.33,0.34,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2025,fourStar,4★ Threshold,0.37,0.23,-0.14,0.23,-0.14,0,true,509,297,0.33,0.34,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2025,fiveStar,5★ Threshold,0.12,0.12,0,0.13,0.01,0.01,true,509,297,0.33,0.34,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2026,twoStar,2★ Threshold,1.34,0.58,-0.76,0.57,-0.77,-0.01,true,512,296,0.3,0.3,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2026,threeStar,3★ Threshold,0.71,0.38,-0.33,0.37,-0.34,-0.01,true,512,296,0.3,0.3,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2026,fourStar,4★ Threshold,0.32,0.22,-0.1,0.24,-0.08,0.02,true,512,296,0.3,0.3,true,true,clustering,10,8675309,2024
complaints about the drug plan partd,Complaints about the Drug Plan,threshold,,2026,fiveStar,5★ Threshold,0.11,0.1,-0.01,0.11,0,0.01,true,512,296,0.3,0.3,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2023,twoStar,2★ Threshold,1.53,1.9,0.37,1.42,-0.11,-0.48,true,523,278,0.11,0.07,false,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2023,threeStar,3★ Threshold,0.89,0.95,0.06,0.8,-0.09,-0.15,true,523,278,0.11,0.07,false,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2023,fourStar,4★ Threshold,0.5,0.5,0,0.51,0.01,0.01,true,523,278,0.11,0.07,false,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2023,fiveStar,5★ Threshold,0.19,0.22,0.03,0.24,0.05,0.02,true,523,278,0.11,0.07,false,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2024,twoStar,2★ Threshold,1.46,0.85,-0.61,0.82,-0.64,-0.03,true,532,299,0.25,0.27,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2024,threeStar,3★ Threshold,0.83,0.57,-0.26,0.53,-0.3,-0.04,true,532,299,0.25,0.27,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2024,fourStar,4★ Threshold,0.44,0.33,-0.11,0.35,-0.09,0.02,true,532,299,0.25,0.27,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2024,fiveStar,5★ Threshold,0.14,0.17,0.03,0.19,0.05,0.02,true,532,299,0.25,0.27,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2025,twoStar,2★ Threshold,1.39,0.6,-0.79,0.61,-0.78,0.01,true,513,298,0.34,0.33,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2025,threeStar,3★ Threshold,0.76,0.36,-0.4,0.37,-0.39,0.01,true,513,298,0.34,0.33,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2025,fourStar,4★ Threshold,0.37,0.23,-0.14,0.22,-0.15,-0.01,true,513,298,0.34,0.33,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2025,fiveStar,5★ Threshold,0.12,0.11,-0.01,0.13,0.01,0.02,true,513,298,0.34,0.33,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2026,twoStar,2★ Threshold,1.34,0.55,-0.79,0.58,-0.76,0.03,true,517,298,0.31,0.29,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2026,threeStar,3★ Threshold,0.71,0.36,-0.35,0.38,-0.33,0.02,true,517,298,0.31,0.29,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2026,fourStar,4★ Threshold,0.32,0.23,-0.09,0.24,-0.08,0.01,true,517,298,0.31,0.29,true,true,clustering,10,8675309,2024
complaints about the health plan partc,Complaints about the Health Plan,threshold,,2026,fiveStar,5★ Threshold,0.11,0.11,0,0.11,0,0,true,517,298,0.31,0.29,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2023,twoStar,2★ Threshold,48,47.2,-0.8,63.2,15.2,16,false,542,283,0.45,7.57,false,false,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2023,threeStar,3★ Threshold,63,63.1,0.1,71.5,8.5,8.4,false,542,283,0.45,7.57,false,false,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2023,fourStar,4★ Threshold,73,73.2,0.2,76.4,3.4,3.2,false,542,283,0.45,7.57,false,false,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2023,fiveStar,5★ Threshold,80,79.3,-0.7,83.2,3.2,3.9,false,542,283,0.45,7.57,false,false,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2024,twoStar,2★ Threshold,58,53,-5,53,-5,0,false,561,306,2.6,2.05,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2024,threeStar,3★ Threshold,68,68,0,68,0,0,false,561,306,2.6,2.05,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2024,fourStar,4★ Threshold,74,76.7,2.7,76.1,2.1,-0.6,false,561,306,2.6,2.05,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2024,fiveStar,5★ Threshold,82,84.7,2.7,83.1,1.1,-1.6,false,561,306,2.6,2.05,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2025,twoStar,2★ Threshold,69,63,-6,63,-6,0,false,530,313,2.43,2.7,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2025,threeStar,3★ Threshold,74,73,-1,73,-1,0,false,530,313,2.43,2.7,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2025,fourStar,4★ Threshold,80,78.1,-1.9,78.4,-1.6,0.3,false,530,313,2.43,2.7,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2025,fiveStar,5★ Threshold,85,84.2,-0.8,82.8,-2.2,-1.4,false,530,313,2.43,2.7,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2026,twoStar,2★ Threshold,67,66.7,-0.3,72,5,5.3,false,525,312,0.28,1.85,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2026,threeStar,3★ Threshold,75,75.1,0.1,76,1,0.9,false,525,312,0.28,1.85,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2026,fourStar,4★ Threshold,80,80.1,0.1,79,-1,-1.1,false,525,312,0.28,1.85,true,true,clustering,10,8675309,2024
controlling high blood pressure partc,Controlling High Blood Pressure,threshold,,2026,fiveStar,5★ Threshold,86,85.4,-0.6,85.6,-0.4,0.2,false,525,312,0.28,1.85,true,true,clustering,10,8675309,2024
customer service partc,Customer Service,threshold,,2023,twoStar,2★ Threshold,88,88,0,88,0,0,false,481,262,0,0,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2023,threeStar,3★ Threshold,89,89,0,89,0,0,false,481,262,0,0,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2023,fourStar,4★ Threshold,91,91,0,91,0,0,false,481,262,0,0,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2023,fiveStar,5★ Threshold,92,92,0,92,0,0,false,481,262,0,0,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2024,twoStar,2★ Threshold,88,88,0,88,0,0,false,488,275,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2024,threeStar,3★ Threshold,89,89,0,89,0,0,false,488,275,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2024,fourStar,4★ Threshold,90,91,1,91,1,0,false,488,275,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2024,fiveStar,5★ Threshold,92,92,0,92,0,0,false,488,275,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2025,twoStar,2★ Threshold,88,88,0,88,0,0,false,476,276,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2025,threeStar,3★ Threshold,89,89,0,89,0,0,false,476,276,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2025,fourStar,4★ Threshold,91,91,0,91,0,0,false,476,276,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2025,fiveStar,5★ Threshold,92,92,0,91,-1,-1,false,476,276,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2026,twoStar,2★ Threshold,88,88,0,88,0,0,false,460,265,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2026,threeStar,3★ Threshold,89,89,0,89,0,0,false,460,265,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2026,fourStar,4★ Threshold,91,91,0,91,0,0,false,460,265,0,0.25,false,false,cahps-percentile,10,8675309,2024
customer service partc,Customer Service,threshold,,2026,fiveStar,5★ Threshold,92,92,0,91,-1,-1,false,460,265,0,0.25,false,false,cahps-percentile,10,8675309,2024
diabetes care kidney disease monitoring partc,Diabetes Care  Kidney Disease Monitoring,threshold,,2023,twoStar,2★ Threshold,80,86.1,6.1,87,7,0.9,false,519,278,1.88,2.25,false,true,clustering,10,8675309,2024
diabetes care kidney disease monitoring partc,Diabetes Care  Kidney Disease Monitoring,threshold,,2023,threeStar,3★ Threshold,93,93,0,93,0,0,false,519,278,1.88,2.25,false,true,clustering,10,8675309,2024
diabetes care kidney disease monitoring partc,Diabetes Care  Kidney Disease Monitoring,threshold,,2023,fourStar,4★ Threshold,95,95.4,0.4,96,1,0.6,false,519,278,1.88,2.25,false,true,clustering,10,8675309,2024
diabetes care kidney disease monitoring partc,Diabetes Care  Kidney Disease Monitoring,threshold,,2023,fiveStar,5★ Threshold,97,98,1,98,1,0,false,519,278,1.88,2.25,false,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2023,twoStar,2★ Threshold,39,36,-3,46,7,10,false,550,283,2.13,3.6,false,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2023,threeStar,3★ Threshold,62,58.2,-3.8,65,3,6.8,false,550,283,2.13,3.6,false,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2023,fourStar,4★ Threshold,75,73.5,-1.5,77,2,3.5,false,550,283,2.13,3.6,false,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2023,fiveStar,5★ Threshold,83,83.2,0.2,85.4,2.4,2.2,false,550,283,2.13,3.6,false,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2024,twoStar,2★ Threshold,44,44,0,44,0,0,false,576,307,0.2,0.25,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2024,threeStar,3★ Threshold,67,67,0,67,0,0,false,576,307,0.2,0.25,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2024,fourStar,4★ Threshold,80,80,0,80,0,0,false,576,307,0.2,0.25,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2024,fiveStar,5★ Threshold,87,87.8,0.8,88,1,0.2,false,576,307,0.2,0.25,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2025,twoStar,2★ Threshold,49,49,0,49,0,0,false,546,314,0.25,0.3,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2025,threeStar,3★ Threshold,72,72,0,72,0,0,false,546,314,0.25,0.3,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2025,fourStar,4★ Threshold,84,85,1,85,1,0,false,546,314,0.25,0.3,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2025,fiveStar,5★ Threshold,90,90,0,90.2,0.2,0.2,false,546,314,0.25,0.3,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2026,twoStar,2★ Threshold,54,54,0,54,0,0,false,535,312,0.05,0.15,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2026,threeStar,3★ Threshold,77,77,0,77,0,0,false,535,312,0.05,0.15,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2026,fourStar,4★ Threshold,87,86.9,-0.1,86.6,-0.4,-0.3,false,535,312,0.05,0.15,true,true,clustering,10,8675309,2024
diabetes care blood sugar controlled partc,Diabetes Care – Blood Sugar Controlled,threshold,,2026,fiveStar,5★ Threshold,91,91.1,0.1,90.8,-0.2,-0.3,false,535,312,0.05,0.15,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2023,twoStar,2★ Threshold,47,50.3,3.3,54.9,7.9,4.6,false,548,282,1.5,3.85,false,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2023,threeStar,3★ Threshold,61,62.4,1.4,64.7,3.7,2.3,false,548,282,1.5,3.85,false,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2023,fourStar,4★ Threshold,71,71.9,0.9,73.2,2.2,1.3,false,548,282,1.5,3.85,false,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2023,fiveStar,5★ Threshold,79,79.4,0.4,80.6,1.6,1.2,false,548,282,1.5,3.85,false,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2024,twoStar,2★ Threshold,52,52,0,52,0,0,false,580,308,0.38,1.02,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2024,threeStar,3★ Threshold,65,65,0,66,1,1,false,580,308,0.38,1.02,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2024,fourStar,4★ Threshold,73,73.6,0.6,74.2,1.2,0.6,false,580,308,0.38,1.02,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2024,fiveStar,5★ Threshold,81,81.9,0.9,82.9,1.9,1,false,580,308,0.38,1.02,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2025,twoStar,2★ Threshold,57,57,0,57,0,0,false,550,314,0.5,0.65,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2025,threeStar,3★ Threshold,70,70,0,70,0,0,false,550,314,0.5,0.65,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2025,fourStar,4★ Threshold,77,77.8,0.8,78,1,0.2,false,550,314,0.5,0.65,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2025,fiveStar,5★ Threshold,83,84.2,1.2,84.6,1.6,0.4,false,550,314,0.5,0.65,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2026,twoStar,2★ Threshold,60,61.3,1.3,62,2,0.7,false,548,314,0.63,1.15,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2026,threeStar,3★ Threshold,72,71.7,-0.3,72.4,0.4,0.7,false,548,314,0.63,1.15,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2026,fourStar,4★ Threshold,80,79.3,-0.7,78.6,-1.4,-0.7,false,548,314,0.63,1.15,true,true,clustering,10,8675309,2024
diabetes care eye exam partc,Diabetes Care – Eye Exam,threshold,,2026,fiveStar,5★ Threshold,86,86.2,0.2,85.2,-0.8,-1,false,548,314,0.63,1.15,true,true,clustering,10,8675309,2024
drug plan quality improvement partd,Drug Plan Quality Improvement,unsupported,Quality Improvement measures use a special split-clustering methodology and are excluded from this first pass.,,,,,,,,,,,,,,,,,,,,
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2024,twoStar,2★ Threshold,44,45.1,1.1,51,7,5.9,false,536,295,0.63,2.47,true,false,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2024,threeStar,3★ Threshold,53,53.3,0.3,55.7,2.7,2.4,false,536,295,0.63,2.47,true,false,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2024,fourStar,4★ Threshold,60,60,0,59.9,-0.1,-0.1,false,536,295,0.63,2.47,true,false,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2024,fiveStar,5★ Threshold,68,69.1,1.1,67.9,-0.1,-1.2,false,536,295,0.63,2.47,true,false,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2025,twoStar,2★ Threshold,39,43.6,4.6,49,10,5.4,false,520,309,1.25,3.95,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2025,threeStar,3★ Threshold,53,53.2,0.2,56.4,3.4,3.2,false,520,309,1.25,3.95,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2025,fourStar,4★ Threshold,60,59.8,-0.2,60.8,0.8,1,false,520,309,1.25,3.95,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2025,fiveStar,5★ Threshold,69,69,0,70.6,1.6,1.6,false,520,309,1.25,3.95,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2026,twoStar,2★ Threshold,50,44,-6,44,-6,0,false,531,309,3.25,4.07,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2026,threeStar,3★ Threshold,59,58,-1,56.3,-2.7,-1.7,false,531,309,3.25,4.07,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2026,fourStar,4★ Threshold,67,65,-2,63.4,-3.6,-1.6,false,531,309,3.25,4.07,true,true,clustering,10,8675309,2024
follow up after emergency department visit for people with multiple high risk chronic conditions partc,Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,threshold,,2026,fiveStar,5★ Threshold,78,74,-4,74,-4,0,false,531,309,3.25,4.07,true,true,clustering,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2023,twoStar,2★ Threshold,73,74,1,74,1,0,false,505,275,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2023,threeStar,3★ Threshold,76,76,0,76,0,0,false,505,275,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2023,fourStar,4★ Threshold,78,78,0,79,1,1,false,505,275,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2023,fiveStar,5★ Threshold,80,80,0,80,0,0,false,505,275,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2024,twoStar,2★ Threshold,74,74,0,74,0,0,false,529,294,0,0.25,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2024,threeStar,3★ Threshold,76,76,0,76,0,0,false,529,294,0,0.25,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2024,fourStar,4★ Threshold,78,78,0,79,1,1,false,529,294,0,0.25,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2024,fiveStar,5★ Threshold,80,80,0,80,0,0,false,529,294,0,0.25,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2025,twoStar,2★ Threshold,80,81,1,81,1,0,false,467,279,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2025,threeStar,3★ Threshold,82,82,0,83,1,1,false,467,279,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2025,fourStar,4★ Threshold,84,85,1,85,1,0,false,467,279,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2025,fiveStar,5★ Threshold,86,86,0,86,0,0,false,467,279,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2026,twoStar,2★ Threshold,80,81,1,81,1,0,false,431,252,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2026,threeStar,3★ Threshold,82,83,1,83,1,0,false,431,252,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2026,fourStar,4★ Threshold,84,85,1,85,1,0,false,431,252,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting appointments and care quickly partc,Getting Appointments and Care Quickly,threshold,,2026,fiveStar,5★ Threshold,86,86,0,86,0,0,false,431,252,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2023,twoStar,2★ Threshold,78,78,0,78,0,0,false,499,273,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2023,threeStar,3★ Threshold,80,80,0,80,0,0,false,499,273,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2023,fourStar,4★ Threshold,82,83,1,83,1,0,false,499,273,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2023,fiveStar,5★ Threshold,84,84,0,84,0,0,false,499,273,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2024,twoStar,2★ Threshold,76,76,0,77,1,1,false,535,297,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2024,threeStar,3★ Threshold,78,79,1,79,1,0,false,535,297,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2024,fourStar,4★ Threshold,81,82,1,82,1,0,false,535,297,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2024,fiveStar,5★ Threshold,83,83,0,83,0,0,false,535,297,0.5,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2025,twoStar,2★ Threshold,77,77,0,78,1,1,false,504,298,0,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2025,threeStar,3★ Threshold,79,79,0,80,1,1,false,504,298,0,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2025,fourStar,4★ Threshold,82,82,0,82,0,0,false,504,298,0,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2025,fiveStar,5★ Threshold,83,83,0,83,0,0,false,504,298,0,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2026,twoStar,2★ Threshold,78,78,0,78,0,0,false,495,295,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2026,threeStar,3★ Threshold,80,80,0,80,0,0,false,495,295,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2026,fourStar,4★ Threshold,82,83,1,83,1,0,false,495,295,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed care partc,Getting Needed Care,threshold,,2026,fiveStar,5★ Threshold,84,84,0,84,0,0,false,495,295,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2023,twoStar,2★ Threshold,88,88,0,88,0,0,false,448,244,0,0,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2023,threeStar,3★ Threshold,89,89,0,89,0,0,false,448,244,0,0,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2023,fourStar,4★ Threshold,91,91,0,91,0,0,false,448,244,0,0,false,false,cahps-percentile,10,8675309,2024
