measure_normalized,display_name,row_kind,unsupported_reason,year,threshold_key,threshold_label,actual,full_market_simulated,full_market_delta,client_simulated,client_delta,diff_simulated,inverted,sample_size_full_market,sample_size_client,mae_full_market,mae_client,tukey_applied,guardrails_applied,methodology_method,methodology_fold_count,methodology_seed,methodology_tukey_starts_year
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2025,fourStar,4★ Threshold,52,51.5,-0.5,51.9,-0.1,0.4,false,503,307,0.63,0.55,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2025,fiveStar,5★ Threshold,60,59.2,-0.8,59.6,-0.4,0.4,false,503,307,0.63,0.55,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2026,twoStar,2★ Threshold,41,40.5,-0.5,41.8,0.8,1.3,false,504,306,0.4,0.98,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2026,threeStar,3★ Threshold,47,47.7,0.7,47.9,0.9,0.2,false,504,306,0.4,0.98,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2026,fourStar,4★ Threshold,53,53.2,0.2,52.4,-0.6,-0.8,false,504,306,0.4,0.98,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2026,fiveStar,5★ Threshold,59,59.2,0.2,60.6,1.6,1.4,false,504,306,0.4,0.98,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2023,twoStar,2★ Threshold,72,70.1,-1.9,78,6,7.9,false,629,297,0.6,2.65,false,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2023,threeStar,3★ Threshold,86,86.5,0.5,88,2,1.5,false,629,297,0.6,2.65,false,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2023,fourStar,4★ Threshold,93,93,0,94.7,1.7,1.7,false,629,297,0.6,2.65,false,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2023,fiveStar,5★ Threshold,97,97,0,97.9,0.9,0.9,false,629,297,0.6,2.65,false,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2024,twoStar,2★ Threshold,94,77,-17,77,-17,0,false,593,265,5.5,5.5,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2024,threeStar,3★ Threshold,96,91,-5,91,-5,0,false,593,265,5.5,5.5,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2024,fourStar,4★ Threshold,98,98,0,98,0,0,false,593,265,5.5,5.5,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2024,fiveStar,5★ Threshold,99,99,0,99,0,0,false,593,265,5.5,5.5,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2025,twoStar,2★ Threshold,97,97,0,97,0,0,false,580,289,0,0,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2025,threeStar,3★ Threshold,98,98,0,98,0,0,false,580,289,0,0,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2025,fourStar,4★ Threshold,99,99,0,99,0,0,false,580,289,0,0,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2025,fiveStar,5★ Threshold,100,100,0,100,0,0,false,580,289,0,0,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2026,twoStar,2★ Threshold,92,92,0,92,0,0,false,597,313,2.23,2.33,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2026,threeStar,3★ Threshold,93,95.9,2.9,96.5,3.5,0.6,false,597,313,2.23,2.33,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2026,fourStar,4★ Threshold,94,99,5,98.8,4.8,-0.2,false,597,313,2.23,2.33,true,true,clustering,10,8675309,2024
mpf price accuracy partd,MPF Price Accuracy,threshold,,2026,fiveStar,5★ Threshold,99,100,1,100,1,0,false,597,313,2.23,2.33,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2023,twoStar,2★ Threshold,47,49,2,59,12,10,false,574,282,0.97,5.58,false,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2023,threeStar,3★ Threshold,67,68,1,75.8,8.8,7.8,false,574,282,0.97,5.58,false,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2023,fourStar,4★ Threshold,82,82,0,83,1,1,false,574,282,0.97,5.58,false,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2023,fiveStar,5★ Threshold,89,89.9,0.9,88.5,-0.5,-1.4,false,574,282,0.97,5.58,false,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2024,twoStar,2★ Threshold,52,52,0,52,0,0,false,587,302,0.75,0.82,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2024,threeStar,3★ Threshold,72,72,0,72,0,0,false,587,302,0.75,0.82,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2024,fourStar,4★ Threshold,85,83.4,-1.6,84.7,-0.3,1.3,false,587,302,0.75,0.82,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2024,fiveStar,5★ Threshold,92,90.6,-1.4,89,-3,-1.6,false,587,302,0.75,0.82,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2025,twoStar,2★ Threshold,57,57,0,57,0,0,false,548,306,0.05,0.2,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2025,threeStar,3★ Threshold,77,77,0,77,0,0,false,548,306,0.05,0.2,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2025,fourStar,4★ Threshold,89,89.2,0.2,88.9,-0.1,-0.3,false,548,306,0.05,0.2,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2025,fiveStar,5★ Threshold,93,93,0,93.7,0.7,0.7,false,548,306,0.05,0.2,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2026,twoStar,2★ Threshold,62,62,0,62,0,0,false,544,297,0.45,0.25,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2026,threeStar,3★ Threshold,82,82,0,82,0,0,false,544,297,0.45,0.25,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2026,fourStar,4★ Threshold,91,92.1,1.1,91.6,0.6,-0.5,false,544,297,0.45,0.25,true,true,clustering,10,8675309,2024
mtm program completion rate for cmr partd,MTM Program Completion Rate for CMR,threshold,,2026,fiveStar,5★ Threshold,96,96.7,0.7,96.4,0.4,-0.3,false,544,297,0.45,0.25,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2023,twoStar,2★ Threshold,32,31.4,-0.6,30.2,-1.8,-1.2,false,296,176,0.2,1.63,false,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2023,threeStar,3★ Threshold,45,44.8,-0.2,42.1,-2.9,-2.7,false,296,176,0.2,1.63,false,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2023,fourStar,4★ Threshold,55.00000000000001,55,0,53.2,-1.8,-1.8,false,296,176,0.2,1.63,false,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2023,fiveStar,5★ Threshold,73,73,0,73,0,0,false,296,176,0.2,1.63,false,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2024,twoStar,2★ Threshold,28,28.6,0.6,29.3,1.3,0.7,false,308,194,3.42,3.33,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2024,threeStar,3★ Threshold,40,40,0,40,0,0,false,308,194,3.42,3.33,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2024,fourStar,4★ Threshold,50,54,4,52,2,-2,false,308,194,3.42,3.33,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2024,fiveStar,5★ Threshold,68,77.1,9.1,78,10,0.9,false,308,194,3.42,3.33,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2025,twoStar,2★ Threshold,27,26.4,-0.6,25.1,-1.9,-1.3,false,315,211,1.8,1.15,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2025,threeStar,3★ Threshold,39,40.9,1.9,38.1,-0.9,-2.8,false,315,211,1.8,1.15,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2025,fourStar,4★ Threshold,52,54.7,2.7,51,-1,-3.7,false,315,211,1.8,1.15,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2025,fiveStar,5★ Threshold,71,73,2,70.2,-0.8,-2.8,false,315,211,1.8,1.15,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2026,twoStar,2★ Threshold,32,32,0,28.9,-3.1,-3.1,false,318,212,0.6,1.73,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2026,threeStar,3★ Threshold,41,42.4,1.4,40.6,-0.4,-1.8,false,318,212,0.6,1.73,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2026,fourStar,4★ Threshold,53,52.2,-0.8,50.8,-2.2,-1.4,false,318,212,0.6,1.73,true,true,clustering,10,8675309,2024
osteoporosis management in women who had a fracture partc,Osteoporosis Management in Women who had a Fracture,threshold,,2026,fiveStar,5★ Threshold,68,67.8,-0.2,69.2,1.2,1.4,false,318,212,0.6,1.73,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2024,twoStar,2★ Threshold,13,13.2,0.2,14.7,1.7,1.5,true,454,268,0.2,0.77,true,false,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2024,threeStar,3★ Threshold,11,11.2,0.2,11.8,0.8,0.6,true,454,268,0.2,0.77,true,false,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2024,fourStar,4★ Threshold,10,10.1,0.1,10.3,0.3,0.2,true,454,268,0.2,0.77,true,false,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2024,fiveStar,5★ Threshold,8,8.3,0.3,8.3,0.3,0,true,454,268,0.2,0.77,true,false,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2025,twoStar,2★ Threshold,14,13.2,-0.8,13.2,-0.8,0,true,453,283,0.53,0.7,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2025,threeStar,3★ Threshold,12,11.2,-0.8,11.2,-0.8,0,true,453,283,0.53,0.7,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2025,fourStar,4★ Threshold,10,10,0,10.2,0.2,0.2,true,453,283,0.53,0.7,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2025,fiveStar,5★ Threshold,8,8.5,0.5,9,1,0.5,true,453,283,0.53,0.7,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2026,twoStar,2★ Threshold,12,12.1,0.1,13.1,1.1,1,true,474,292,0.2,0.4,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2026,threeStar,3★ Threshold,10,10.1,0.1,10.4,0.4,0.3,true,474,292,0.2,0.4,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2026,fourStar,4★ Threshold,9,8.9,-0.1,9,0,0.1,true,474,292,0.2,0.4,true,true,clustering,10,8675309,2024
plan all cause readmissions partc,Plan All-Cause Readmissions,threshold,,2026,fiveStar,5★ Threshold,7,6.5,-0.5,7.1,0.1,0.6,true,474,292,0.2,0.4,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2023,twoStar,2★ Threshold,59,59,0,59,0,0,false,420,235,0.33,2.98,false,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2023,threeStar,3★ Threshold,75,75,0,81.1,6.1,6.1,false,420,235,0.33,2.98,false,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2023,fourStar,4★ Threshold,85,85,0,90.4,5.4,5.4,false,420,235,0.33,2.98,false,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2023,fiveStar,5★ Threshold,97,95.7,-1.3,97.4,0.4,1.7,false,420,235,0.33,2.98,false,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2024,twoStar,2★ Threshold,64,64,0,64,0,0,false,413,253,0.15,0.33,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2024,threeStar,3★ Threshold,80,80,0,80,0,0,false,413,253,0.15,0.33,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2024,fourStar,4★ Threshold,90,90,0,90,0,0,false,413,253,0.15,0.33,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2024,fiveStar,5★ Threshold,98,98.6,0.6,96.7,-1.3,-1.9,false,413,253,0.15,0.33,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2025,twoStar,2★ Threshold,69,69,0,69,0,0,false,401,258,0.03,0.15,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2025,threeStar,3★ Threshold,85,85,0,85,0,0,false,401,258,0.03,0.15,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2025,fourStar,4★ Threshold,95,95,0,95,0,0,false,401,258,0.03,0.15,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2025,fiveStar,5★ Threshold,99,98.9,-0.1,98.4,-0.6,-0.5,false,401,258,0.03,0.15,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2026,twoStar,2★ Threshold,74,74,0,74,0,0,false,409,259,0,0,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2026,threeStar,3★ Threshold,90,90,0,90,0,0,false,409,259,0,0,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2026,fourStar,4★ Threshold,99,99,0,99,0,0,false,409,259,0,0,true,true,clustering,10,8675309,2024
plan makes timely decisions about appeals partc,Plan Makes Timely Decisions about Appeals,threshold,,2026,fiveStar,5★ Threshold,100,100,0,100,0,0,false,409,259,0,0,true,true,clustering,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2023,twoStar,2★ Threshold,83,83,0,83,0,0,false,499,273,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2023,threeStar,3★ Threshold,85,85,0,85,0,0,false,499,273,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2023,fourStar,4★ Threshold,87,87,0,87,0,0,false,499,273,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2023,fiveStar,5★ Threshold,88,88,0,88,0,0,false,499,273,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2024,twoStar,2★ Threshold,84,84,0,84,0,0,false,529,295,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2024,threeStar,3★ Threshold,85,85,0,85,0,0,false,529,295,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2024,fourStar,4★ Threshold,87,87,0,87,0,0,false,529,295,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2024,fiveStar,5★ Threshold,89,89,0,89,0,0,false,529,295,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2025,twoStar,2★ Threshold,84,85,1,84,0,-1,false,499,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2025,threeStar,3★ Threshold,86,86,0,86,0,0,false,499,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2025,fourStar,4★ Threshold,87,88,1,88,1,0,false,499,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2025,fiveStar,5★ Threshold,89,89,0,89,0,0,false,499,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2026,twoStar,2★ Threshold,85,85,0,85,0,0,false,487,291,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2026,threeStar,3★ Threshold,86,86,0,86,0,0,false,487,291,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2026,fourStar,4★ Threshold,88,88,0,88,0,0,false,487,291,0,0,false,false,cahps-percentile,10,8675309,2024
rating of drug plan partd,Rating of Drug Plan,threshold,,2026,fiveStar,5★ Threshold,89,89,0,89,0,0,false,487,291,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2023,twoStar,2★ Threshold,84,84,0,85,1,1,false,463,252,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2023,threeStar,3★ Threshold,85,86,1,86,1,0,false,463,252,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2023,fourStar,4★ Threshold,87,87,0,87,0,0,false,463,252,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2023,fiveStar,5★ Threshold,88,88,0,88,0,0,false,463,252,0.25,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2024,twoStar,2★ Threshold,84,84,0,84,0,0,false,508,286,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2024,threeStar,3★ Threshold,85,85,0,85,0,0,false,508,286,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2024,fourStar,4★ Threshold,87,87,0,87,0,0,false,508,286,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2024,fiveStar,5★ Threshold,88,88,0,88,0,0,false,508,286,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2025,twoStar,2★ Threshold,84,85,1,85,1,0,false,465,278,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2025,threeStar,3★ Threshold,85,86,1,86,1,0,false,465,278,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2025,fourStar,4★ Threshold,87,87,0,87,0,0,false,465,278,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2025,fiveStar,5★ Threshold,88,88,0,88,0,0,false,465,278,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2026,twoStar,2★ Threshold,84,84,0,84,0,0,false,488,290,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2026,threeStar,3★ Threshold,86,86,0,86,0,0,false,488,290,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2026,fourStar,4★ Threshold,87,87,0,87,0,0,false,488,290,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health care quality partc,Rating of Health Care Quality,threshold,,2026,fiveStar,5★ Threshold,88,88,0,88,0,0,false,488,290,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2023,twoStar,2★ Threshold,84,84,0,84,0,0,false,507,276,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2023,threeStar,3★ Threshold,85,86,1,86,1,0,false,507,276,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2023,fourStar,4★ Threshold,88,88,0,88,0,0,false,507,276,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2023,fiveStar,5★ Threshold,89,89,0,89,0,0,false,507,276,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2024,twoStar,2★ Threshold,84,84,0,84,0,0,false,535,297,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2024,threeStar,3★ Threshold,85,85,0,85,0,0,false,535,297,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2024,fourStar,4★ Threshold,88,88,0,88,0,0,false,535,297,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2024,fiveStar,5★ Threshold,89,89,0,89,0,0,false,535,297,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2025,twoStar,2★ Threshold,84,84,0,84,0,0,false,508,302,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2025,threeStar,3★ Threshold,86,86,0,86,0,0,false,508,302,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2025,fourStar,4★ Threshold,88,88,0,88,0,0,false,508,302,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2025,fiveStar,5★ Threshold,89,89,0,89,0,0,false,508,302,0,0,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2026,twoStar,2★ Threshold,84,84,0,83,-1,-1,false,497,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2026,threeStar,3★ Threshold,85,86,1,85,0,-1,false,497,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2026,fourStar,4★ Threshold,87,88,1,87,0,-1,false,497,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
rating of health plan partc,Rating of Health Plan,threshold,,2026,fiveStar,5★ Threshold,89,89,0,89,0,0,false,497,297,0.5,0.25,false,false,cahps-percentile,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2023,twoStar,2★ Threshold,46,50.6,4.6,52.4,6.4,1.8,false,432,239,2.33,7.03,false,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2023,threeStar,3★ Threshold,53,55.5,2.5,59.7,6.7,4.2,false,432,239,2.33,7.03,false,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2023,fourStar,4★ Threshold,60,62.2,2.2,67,7,4.8,false,432,239,2.33,7.03,false,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2023,fiveStar,5★ Threshold,69,69,0,77,8,8,false,432,239,2.33,7.03,false,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2024,twoStar,2★ Threshold,47,48.1,1.1,51,4,2.9,false,416,242,0.78,4.22,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2024,threeStar,3★ Threshold,53,54,1,56.9,3.9,2.9,false,416,242,0.78,4.22,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2024,fourStar,4★ Threshold,60,61,1,65,5,4,false,416,242,0.78,4.22,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2024,fiveStar,5★ Threshold,70,70,0,74,4,4,false,416,242,0.78,4.22,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2025,twoStar,2★ Threshold,50,49.8,-0.2,50.5,0.5,0.7,false,455,282,0.35,0.4,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2025,threeStar,3★ Threshold,56,56.6,0.6,56.3,0.3,-0.3,false,455,282,0.35,0.4,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2025,fourStar,4★ Threshold,63,63.1,0.1,63.4,0.4,0.3,false,455,282,0.35,0.4,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2025,fiveStar,5★ Threshold,73,72.5,-0.5,72.6,-0.4,0.1,false,455,282,0.35,0.4,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2026,twoStar,2★ Threshold,51,51.5,0.5,51.2,0.2,-0.3,false,457,281,0.55,2.02,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2026,threeStar,3★ Threshold,57,57.2,0.2,58.2,1.2,1,false,457,281,0.55,2.02,true,true,clustering,10,8675309,2024
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2026,fourStar,4★ Threshold,62,63,1,65.3,3.3,2.3,false,457,281,0.55,2.02,true,true,clustering,10,8675309,2024
